#N/A,,Date,Volume
,,41641.66667,1822719
,,41642.66667,1669229
,,41645.66667,1770782
,,41646.66667,2553999
,,41647.66667,2243444
,,41648.66667,2085565
,,41649.66667,2145560
,,41652.66667,2425615
,,41653.66667,2484514
,,41654.66667,1951012
,,41655.66667,1685699
,,41656.66667,2766140
,,41660.66667,1981099
,,41661.66667,1573846
,,41662.66667,1951643
,,41663.66667,3926347
,,41666.66667,4362978
,,41667.66667,2217723
,,41668.66667,2411641
,,41669.66667,5141107
,,41670.66667,5569794
,,41673.66667,4575602
,,41674.66667,2815737
,,41675.66667,2400619
,,41676.66667,1948254
,,41677.66667,2687308
,,41680.66667,1945639
,,41681.66667,2052813
,,41682.66667,1725673
,,41683.66667,1836921
,,41684.66667,2194330
,,41688.66667,2110730
,,41689.66667,2105697
,,41690.66667,1701894
,,41691.66667,1863155
,,41694.66667,1675461
,,41695.66667,1444180
,,41696.66667,1983804
,,41697.66667,1260794
,,41698.66667,2314596
,,41701.66667,2108720
,,41702.66667,1471031
,,41703.66667,1236190
,,41704.66667,1269591
,,41705.66667,1515510
,,41708.66667,1215443
,,41709.66667,1715423
,,41710.66667,1966927
,,41711.66667,2345640
,,41712.66667,2301786
,,41715.66667,2166547
,,41716.66667,1821606
,,41717.66667,1612901
,,41718.66667,1684975
,,41719.66667,3210656
,,41722.66667,3039151
,,41723.66667,2413045
,,41724.66667,2580023
,,41725.66667,13052
,,41726.66667,41003
,,41729.66667,10772
,,41730.66667,7932
,,41731.66667,146697
,,41732.66667,5087530
,,41733.66667,6377658
,,41736.66667,4389569
,,41737.66667,3152406
,,41738.66667,3324742
,,41739.66667,4027743
,,41740.66667,3916171
,,41743.66667,2568020
,,41744.66667,3847453
,,41745.66667,4879889
,,41746.66667,6795393
,,41750.66667,2561214
,,41751.66667,2359421
,,41752.66667,2051066
,,41753.66667,1881965
,,41754.66667,2097264
,,41757.66667,3326429
,,41758.66667,2692489
,,41759.66667,1746904
,,41760.66667,1900432
,,41761.66667,1685042
,,41764.66667,1021408
,,41765.66667,1684381
,,41766.66667,3216077
,,41767.66667,2016131
,,41768.66667,2432783
,,41771.66667,1908392
,,41772.66667,1648907
,,41773.66667,1191863
,,41774.66667,1703758
,,41775.66667,1481688
,,41778.66667,1276362
,,41779.66667,1780113
,,41780.66667,1193389
,,41781.66667,1611837
,,41782.66667,1929632
,,41786.66667,2100298
,,41787.66667,1647717
,,41788.66667,1350657
,,41789.66667,1766794
,,41792.66667,1434989
,,41793.66667,1861921
,,41794.66667,1812084
,,41795.66667,1684886
,,41796.66667,1732592
,,41799.66667,1463676
,,41800.66667,1349444
,,41801.66667,1097380
,,41802.66667,1457104
,,41803.66667,1217176
,,41806.66667,1704027
,,41807.66667,1445878
,,41808.66667,1737343
,,41809.66667,2451341
,,41810.66667,4496962
,,41813.66667,1534659
,,41814.66667,2201789
,,41815.66667,1964447
,,41816.66667,1737210
,,41817.66667,2231174
,,41820.66667,1310909
,,41821.66667,1446309
,,41822.66667,1054936
,,41823.66667,712210
,,41827.66667,1061833
,,41828.66667,1908647
,,41829.66667,1113907
,,41830.66667,1353317
,,41831.66667,1617569
,,41834.66667,1852290
,,41835.66667,1618815
,,41836.66667,1394560
,,41837.66667,3015475
,,41838.66667,4006389
,,41841.66667,2060334
,,41842.66667,1694787
,,41843.66667,1229846
,,41844.66667,1033341
,,41845.66667,932724
,,41848.66667,984161
,,41849.66667,1346647
,,41850.66667,1013932
,,41851.66667,2099516
,,41852.66667,1950171
,,41855.66667,1427169
,,41856.66667,1556685
,,41857.66667,1330877
,,41858.66667,1108900
,,41859.66667,1492491
,,41862.66667,1215968
,,41863.66667,1537758
,,41864.66667,1437922
,,41865.66667,982926
,,41866.66667,1517056
,,41869.66667,1282531
,,41870.66667,979298
,,41871.66667,1034779
,,41872.66667,912854
,,41873.66667,789484
,,41876.66667,1358810
,,41877.66667,1635465
,,41878.66667,1700161
,,41879.66667,1295963
,,41880.66667,1081231
,,41884.66667,1576830
,,41885.66667,1214586
,,41886.66667,1459956
,,41887.66667,1629477
,,41890.66667,1429101
,,41891.66667,1286722
,,41892.66667,975145
,,41893.66667,1217721
,,41894.66667,1597677
,,41897.66667,1596224
,,41898.66667,1478306
,,41899.66667,1690994
,,41900.66667,1442012
,,41901.66667,3727045
,,41904.66667,1687710
,,41905.66667,1467703
,,41906.66667,1724537
,,41907.66667,1925350
,,41908.66667,1439807
,,41911.66667,1281204
,,41912.66667,1618437
,,41913.66667,1445027
,,41914.66667,1175307
,,41915.66667,1138636
,,41918.66667,1211320
,,41919.66667,1906427
,,41920.66667,1987888
,,41921.66667,2519693
,,41922.66667,3078634
,,41925.66667,2578676
,,41926.66667,2217230
,,41927.66667,3712536
,,41928.66667,3698423
,,41929.66667,5530674
,,41932.66667,2605505
,,41933.66667,2332531
,,41934.66667,2917183
,,41935.66667,2345296
,,41936.66667,1972047
,,41939.66667,1184973
,,41940.66667,1273372
,,41941.66667,1767107
,,41942.66667,1451667
,,41943.66667,2032887
,,41946.66667,1378511
,,41947.66667,1240761
,,41948.66667,2026740
,,41949.66667,1329604
,,41950.66667,1629259
,,41953.66667,1131546
,,41954.66667,964866
,,41955.66667,1126594
,,41956.66667,1335719
,,41957.66667,1285991
,,41960.66667,1721282
,,41961.66667,1957664
,,41962.66667,1388440
,,41963.66667,1559131
,,41964.66667,2218249
,,41967.66667,1701682
,,41968.66667,1784967
,,41969.66667,1519503
,,41971.66667,1145231
,,41974.66667,2109599
,,41975.66667,1522481
,,41976.66667,1279288
,,41977.66667,1392208
,,41978.66667,2558649
,,41981.66667,2327127
,,41982.66667,1871268
,,41983.66667,1716835
,,41984.66667,1610964
,,41985.66667,1989117
,,41988.66667,2812786
,,41989.66667,3953371
,,41990.66667,2875281
,,41991.66667,2918730
,,41992.66667,3680148
,,41995.66667,2723599
,,41996.66667,2191567
,,41997.66667,704035
,,41999.66667,1037727
,,42002.66667,2276104
,,42003.66667,873923